                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.8802,                 2.2479,                 2.0349,                0.45791,                0.28923,                0.29694,                 0.1322,                 1.9774,                  2.155,                  2.142,               0.009538,               0.009538,               0.009538
                     16,                 1.8693,                 2.2094,                 2.0173,                0.48061,                0.29968,                0.31408,                0.14801,                 1.9023,                 2.1093,                 2.0737,               0.009505,               0.009505,               0.009505
                     17,                 1.8368,                 2.1532,                 1.9886,                0.47918,                 0.3146,                0.32886,                0.15761,                  1.912,                 2.0684,                 2.0474,               0.009472,               0.009472,               0.009472
                     18,                 1.8271,                 2.1496,                 1.9682,                0.47298,                0.29943,                0.32104,                0.15277,                 1.8957,                 2.0842,                  2.024,               0.009439,               0.009439,               0.009439
                     19,                 1.7899,                 2.1265,                 1.9464,                0.50805,                0.32079,                0.35168,                0.16835,                 1.8839,                 2.0241,                 2.0543,               0.009406,               0.009406,               0.009406
                     20,                 1.7847,                 2.0772,                  1.941,                0.51757,                0.32803,                0.36479,                0.17919,                 1.8222,                 1.9612,                  1.989,               0.009373,               0.009373,               0.009373
                     21,                  1.784,                 2.0838,                 1.9298,                0.52067,                0.34444,                0.37253,                0.18499,                 1.8196,                 1.9569,                 1.9833,                0.00934,                0.00934,                0.00934
                     22,                 1.7541,                 2.0476,                 1.9168,                0.53067,                 0.3422,                0.37393,                 0.1844,                 1.8209,                 1.9462,                 1.9866,               0.009307,               0.009307,               0.009307
                     23,                 1.7522,                 2.0359,                  1.917,                0.55181,                0.34991,                0.39021,                 0.1926,                  1.788,                 1.9276,                 1.9553,               0.009274,               0.009274,               0.009274
                     24,                 1.7314,                 2.0309,                 1.9009,                0.56731,                0.35802,                 0.3959,                0.19778,                 1.7486,                 1.8786,                 1.9224,               0.009241,               0.009241,               0.009241
                     25,                 1.7117,                 2.0074,                 1.8855,                0.54864,                0.35942,                0.40212,                0.20342,                 1.7646,                  1.868,                 1.9178,               0.009208,               0.009208,               0.009208
                     26,                 1.7131,                 1.9895,                 1.8774,                0.56259,                0.36285,                0.40896,                0.20875,                 1.7423,                 1.8492,                 1.8956,               0.009175,               0.009175,               0.009175
                     27,                 1.7169,                 1.9644,                 1.8652,                0.56116,                 0.3529,                 0.3957,                0.20007,                 1.7507,                 1.8823,                 1.8909,               0.009142,               0.009142,               0.009142
                     28,                 1.6902,                   1.95,                 1.8615,                0.58784,                0.35911,                0.41214,                0.21261,                 1.7257,                 1.8244,                 1.8705,               0.009109,               0.009109,               0.009109
                     29,                 1.6815,                 1.9107,                 1.8398,                0.57284,                0.37528,                0.41766,                0.21551,                 1.7279,                 1.8262,                 1.8825,               0.009076,               0.009076,               0.009076
                     30,                  1.662,                 1.8995,                 1.8367,                0.56561,                0.37826,                0.42137,                0.21904,                 1.7071,                 1.7974,                 1.8682,               0.009043,               0.009043,               0.009043
                     31,                 1.6488,                 1.8957,                 1.8314,                0.55755,                0.38923,                 0.4294,                0.22438,                 1.7163,                 1.7972,                 1.8767,                0.00901,                0.00901,                0.00901
                     32,                 1.6609,                 1.8882,                 1.8403,                0.58411,                0.38199,                0.42855,                0.22733,                 1.6682,                 1.7755,                 1.8356,               0.008977,               0.008977,               0.008977
                     33,                  1.634,                 1.8784,                 1.8205,                0.57943,                0.38272,                0.43243,                0.22548,                 1.6884,                 1.7597,                 1.8441,               0.008944,               0.008944,               0.008944
                     34,                  1.642,                 1.8521,                 1.8137,                0.57814,                0.40189,                 0.4494,                 0.2373,                 1.6738,                 1.7509,                 1.8252,               0.008911,               0.008911,               0.008911
                     35,                 1.6223,                 1.8458,                 1.8101,                 0.5686,                0.40587,                0.44695,                0.23979,                 1.6572,                  1.726,                 1.8175,               0.008878,               0.008878,               0.008878
                     36,                 1.6024,                 1.8165,                 1.7927,                0.59246,                0.40927,                0.46224,                0.24498,                 1.6559,                 1.6965,                 1.8239,               0.008845,               0.008845,               0.008845
                     37,                 1.6064,                 1.8181,                  1.791,                0.59797,                0.41159,                0.46185,                 0.2489,                  1.634,                 1.6689,                 1.7901,               0.008812,               0.008812,               0.008812
                     38,                  1.616,                 1.8029,                 1.7904,                0.60662,                0.39642,                0.45357,                0.23897,                 1.6599,                 1.7067,                  1.818,               0.008779,               0.008779,               0.008779
                     39,                 1.6027,                 1.8059,                 1.7754,                0.62568,                 0.4086,                0.46542,                 0.2489,                 1.6587,                 1.6961,                 1.7995,               0.008746,               0.008746,               0.008746
                     40,                 1.5967,                 1.7856,                 1.7716,                0.62098,                0.40991,                0.47558,                0.25859,                 1.6375,                   1.65,                 1.7991,               0.008713,               0.008713,               0.008713
                     41,                 1.5982,                 1.7782,                 1.7636,                0.63683,                0.39667,                0.46565,                0.25225,                 1.6418,                 1.6698,                 1.7878,                0.00868,                0.00868,                0.00868
                     42,                 1.5849,                 1.7853,                 1.7654,                0.60599,                0.41358,                0.47345,                0.25966,                 1.6159,                 1.6603,                 1.7813,               0.008647,               0.008647,               0.008647
                     43,                   1.57,                 1.7573,                 1.7556,                0.61767,                0.41059,                0.47484,                0.25952,                 1.6113,                 1.6383,                 1.7624,               0.008614,               0.008614,               0.008614
                     44,                 1.5779,                 1.7531,                 1.7662,                0.61964,                0.41852,                  0.484,                0.26434,                 1.6012,                  1.628,                 1.7655,               0.008581,               0.008581,               0.008581
                     45,                 1.5782,                 1.7564,                 1.7601,                0.63946,                0.41209,                0.48532,                0.26842,                  1.609,                 1.6181,                 1.7679,               0.008548,               0.008548,               0.008548
                     46,                 1.5681,                 1.7274,                 1.7473,                0.61079,                 0.4293,                0.48246,                 0.2644,                 1.6056,                 1.6096,                 1.7697,               0.008515,               0.008515,               0.008515
                     47,                 1.5523,                 1.7436,                 1.7431,                0.62429,                0.43994,                  0.501,                0.27498,                 1.5933,                  1.587,                 1.7523,               0.008482,               0.008482,               0.008482
                     48,                 1.5462,                 1.7118,                 1.7362,                0.61527,                0.42875,                0.49237,                0.27513,                 1.5662,                 1.5962,                 1.7354,               0.008449,               0.008449,               0.008449
                     49,                 1.5389,                 1.7235,                 1.7222,                0.62503,                0.43735,                 0.4953,                0.27618,                 1.5558,                  1.591,                 1.7321,               0.008416,               0.008416,               0.008416
                     50,                 1.5375,                 1.6973,                 1.7308,                0.64156,                0.43273,                0.49806,                0.27725,                 1.5681,                 1.5688,                  1.741,               0.008383,               0.008383,               0.008383
                     51,                 1.5445,                 1.7013,                 1.7308,                0.61753,                0.44019,                0.50058,                0.27688,                 1.5745,                 1.5829,                 1.7416,                0.00835,                0.00835,                0.00835
                     52,                 1.5536,                 1.6863,                 1.7268,                0.64078,                 0.4352,                0.49904,                0.28241,                 1.5567,                 1.5676,                 1.7278,               0.008317,               0.008317,               0.008317
                     53,                 1.5268,                  1.679,                  1.719,                0.64736,                0.44442,                0.50733,                0.28081,                 1.5659,                 1.5474,                 1.7263,               0.008284,               0.008284,               0.008284
                     54,                 1.5404,                 1.6712,                 1.7204,                0.64775,                0.44964,                0.51803,                0.29138,                  1.552,                 1.5202,                 1.7157,               0.008251,               0.008251,               0.008251
                     55,                 1.5233,                   1.66,                  1.706,                0.63668,                0.43372,                0.50998,                0.29044,                 1.5378,                 1.5226,                 1.7114,               0.008218,               0.008218,               0.008218
                     56,                  1.519,                 1.6569,                  1.706,                0.64245,                0.45635,                0.52155,                0.29059,                  1.547,                 1.5224,                 1.7043,               0.008185,               0.008185,               0.008185
                     57,                 1.5067,                 1.6333,                 1.7008,                0.63931,                 0.4461,                0.51658,                0.28786,                 1.5489,                 1.5202,                 1.7024,               0.008152,               0.008152,               0.008152
                     58,                 1.4996,                 1.6449,                 1.6946,                0.65749,                 0.4484,                0.52231,                0.29524,                 1.5329,                 1.5126,                 1.6985,               0.008119,               0.008119,               0.008119
                     59,                 1.5036,                 1.6494,                 1.7066,                0.65369,                0.43944,                0.51688,                0.29551,                 1.5142,                 1.5058,                 1.6876,               0.008086,               0.008086,               0.008086
                     60,                 1.4946,                 1.6189,                 1.6772,                0.67282,                0.44765,                0.52565,                0.29774,                 1.5344,                 1.5066,                 1.7004,               0.008053,               0.008053,               0.008053
                     61,                 1.4875,                 1.6207,                 1.6877,                0.63769,                 0.4668,                0.53377,                0.30302,                 1.5191,                 1.4896,                  1.686,                0.00802,                0.00802,                0.00802
                     62,                 1.4809,                 1.6193,                 1.6719,                0.65599,                 0.4676,                0.53566,                0.30356,                 1.5292,                 1.4732,                 1.6962,               0.007987,               0.007987,               0.007987
                     63,                 1.4867,                 1.6092,                 1.6807,                0.66758,                 0.4581,                0.53819,                0.30603,                 1.5191,                 1.4699,                 1.6844,               0.007954,               0.007954,               0.007954
                     64,                 1.4724,                 1.5907,                 1.6731,                0.63153,                0.47277,                0.53069,                0.30095,                 1.5177,                 1.4813,                 1.6848,               0.007921,               0.007921,               0.007921
                     65,                   1.48,                 1.5931,                 1.6699,                0.67248,                0.47152,                0.53815,                0.30506,                 1.5151,                 1.4714,                  1.682,               0.007888,               0.007888,               0.007888
                     66,                 1.4907,                 1.6154,                 1.6758,                0.66992,                0.45628,                0.53938,                0.30861,                 1.5118,                 1.4584,                 1.6828,               0.007855,               0.007855,               0.007855
                     67,                 1.4607,                 1.5826,                 1.6678,                0.66878,                0.47227,                0.54346,                0.31132,                    1.5,                 1.4507,                 1.6644,               0.007822,               0.007822,               0.007822
                     68,                 1.4743,                 1.5874,                 1.6685,                 0.6606,                0.46952,                0.54115,                0.31122,                 1.4988,                 1.4568,                 1.6693,               0.007789,               0.007789,               0.007789
                     69,                 1.4742,                 1.5847,                 1.6694,                0.65543,                0.48015,                0.54584,                0.31508,                 1.4909,                 1.4328,                 1.6628,               0.007756,               0.007756,               0.007756
                     70,                 1.4707,                 1.5615,                 1.6564,                0.66343,                 0.4608,                0.53905,                0.31184,                  1.498,                   1.45,                 1.6595,               0.007723,               0.007723,               0.007723
                     71,                 1.4545,                 1.5682,                 1.6541,                0.67415,                0.45984,                0.54095,                0.31029,                 1.4912,                 1.4463,                 1.6634,                0.00769,                0.00769,                0.00769
                     72,                 1.4564,                 1.5582,                 1.6515,                0.66874,                0.47294,                0.54478,                0.31277,                 1.4895,                 1.4293,                  1.659,               0.007657,               0.007657,               0.007657
                     73,                 1.4413,                 1.5543,                 1.6527,                0.67365,                0.47525,                0.54908,                0.31651,                 1.4846,                  1.428,                 1.6596,               0.007624,               0.007624,               0.007624
                     74,                 1.4443,                 1.5375,                 1.6409,                0.68172,                0.46343,                0.54594,                0.31422,                 1.4831,                 1.4183,                 1.6458,               0.007591,               0.007591,               0.007591
                     75,                 1.4607,                 1.5364,                 1.6482,                0.66404,                0.46929,                0.54998,                0.31663,                 1.4897,                 1.4196,                 1.6534,               0.007558,               0.007558,               0.007558
                     76,                 1.4561,                 1.5578,                 1.6417,                0.68087,                0.47064,                0.55154,                0.32001,                 1.4841,                 1.4095,                 1.6563,               0.007525,               0.007525,               0.007525
                     77,                 1.4497,                 1.5322,                 1.6466,                0.68444,                0.46829,                0.55212,                0.32119,                 1.4782,                 1.4041,                 1.6473,               0.007492,               0.007492,               0.007492
                     78,                 1.4505,                 1.5442,                 1.6469,                0.68197,                 0.4773,                0.55878,                0.32543,                 1.4603,                 1.3902,                 1.6342,               0.007459,               0.007459,               0.007459
                     79,                 1.4412,                 1.5212,                 1.6387,                0.67598,                0.48304,                0.55906,                0.32567,                 1.4648,                  1.389,                 1.6374,               0.007426,               0.007426,               0.007426
                     80,                 1.4217,                 1.5102,                 1.6348,                 0.6728,                0.47874,                0.55937,                0.32603,                  1.476,                 1.3796,                 1.6464,               0.007393,               0.007393,               0.007393
                     81,                  1.441,                 1.5231,                 1.6506,                0.69408,                0.47791,                0.56008,                0.32944,                  1.454,                 1.3815,                 1.6296,                0.00736,                0.00736,                0.00736
                     82,                 1.4431,                 1.5159,                   1.64,                0.71044,                0.46617,                0.56538,                0.33288,                 1.4621,                 1.3809,                 1.6286,               0.007327,               0.007327,               0.007327
                     83,                 1.4252,                 1.4971,                 1.6244,                0.67713,                0.48222,                0.56061,                0.32779,                 1.4697,                 1.3808,                 1.6399,               0.007294,               0.007294,               0.007294
                     84,                 1.4334,                 1.5093,                 1.6204,                0.68548,                0.48836,                0.56673,                0.33256,                 1.4518,                 1.3644,                 1.6196,               0.007261,               0.007261,               0.007261
                     85,                 1.4158,                 1.4877,                 1.6185,                 0.6803,                0.48669,                 0.5675,                0.33577,                 1.4487,                 1.3585,                 1.6178,               0.007228,               0.007228,               0.007228
                     86,                 1.4212,                 1.5001,                 1.6321,                0.67479,                0.49022,                0.56454,                0.33352,                 1.4428,                 1.3513,                 1.6247,               0.007195,               0.007195,               0.007195
                     87,                 1.4182,                 1.4891,                 1.6086,                0.71003,                0.46978,                0.56341,                  0.331,                 1.4352,                 1.3621,                 1.6077,               0.007162,               0.007162,               0.007162
                     88,                 1.4247,                 1.4772,                 1.6177,                0.68705,                0.48819,                0.57121,                0.33462,                 1.4509,                 1.3582,                 1.6241,               0.007129,               0.007129,               0.007129
                     89,                 1.4118,                 1.4796,                 1.6055,                0.68497,                 0.4949,                0.57235,                0.33789,                  1.436,                 1.3438,                 1.6144,               0.007096,               0.007096,               0.007096
                     90,                 1.4217,                 1.4733,                 1.6196,                 0.6865,                0.49266,                0.57278,                0.33996,                 1.4426,                 1.3433,                 1.6157,               0.007063,               0.007063,               0.007063
                     91,                 1.4008,                 1.4803,                 1.6041,                0.69034,                0.49689,                0.57453,                0.33961,                 1.4355,                 1.3324,                 1.6185,                0.00703,                0.00703,                0.00703
                     92,                  1.421,                 1.4708,                 1.6226,                0.68625,                0.49888,                 0.5739,                0.34074,                 1.4369,                 1.3353,                 1.6132,               0.006997,               0.006997,               0.006997
                     93,                  1.404,                 1.4623,                 1.6009,                0.67273,                0.50286,                0.57367,                0.34311,                 1.4254,                 1.3377,                  1.602,               0.006964,               0.006964,               0.006964
                     94,                 1.3939,                 1.4497,                 1.6027,                0.67329,                0.49508,                0.57566,                0.34289,                 1.4231,                 1.3229,                 1.6036,               0.006931,               0.006931,               0.006931
                     95,                 1.4023,                 1.4745,                 1.6092,                0.67762,                0.49921,                0.58082,                 0.3428,                 1.4245,                 1.3228,                 1.6072,               0.006898,               0.006898,               0.006898
                     96,                 1.3979,                 1.4611,                 1.5948,                0.69076,                0.49515,                0.57864,                0.34048,                 1.4268,                 1.3239,                 1.6002,               0.006865,               0.006865,               0.006865
                     97,                  1.394,                 1.4527,                 1.5903,                0.68535,                0.50137,                0.58071,                0.34432,                 1.4232,                  1.312,                 1.6059,               0.006832,               0.006832,               0.006832
                     98,                 1.3968,                 1.4478,                 1.5873,                 0.6844,                0.50808,                0.58622,                0.34608,                  1.421,                 1.3086,                 1.6009,               0.006799,               0.006799,               0.006799
                     99,                 1.3894,                 1.4479,                 1.5893,                0.69894,                0.50584,                0.58688,                0.34871,                 1.4121,                 1.3002,                 1.5891,               0.006766,               0.006766,               0.006766
                    100,                 1.3867,                 1.4364,                 1.5892,                0.69581,                 0.5056,                0.58448,                0.34862,                 1.4126,                 1.3005,                 1.5875,               0.006733,               0.006733,               0.006733
                    101,                 1.3847,                 1.4312,                 1.5808,                0.70626,                0.49565,                 0.5852,                0.35039,                  1.405,                 1.3021,                 1.5832,                 0.0067,                 0.0067,                 0.0067
                    102,                  1.371,                 1.4093,                 1.5757,                0.69763,                0.50087,                0.58719,                0.35156,                 1.4087,                 1.2916,                 1.5856,               0.006667,               0.006667,               0.006667
                    103,                 1.3745,                 1.4168,                 1.5875,                0.70068,                0.50435,                0.59172,                0.35309,                 1.4102,                 1.2905,                 1.5886,               0.006634,               0.006634,               0.006634
                    104,                 1.3873,                 1.4408,                 1.5951,                0.69107,                0.50211,                0.58839,                0.35133,                 1.4114,                 1.2927,                 1.5932,               0.006601,               0.006601,               0.006601
                    105,                 1.3782,                 1.4373,                 1.5827,                0.70141,                0.51292,                0.59476,                0.35443,                 1.4109,                 1.2791,                 1.5861,               0.006568,               0.006568,               0.006568
                    106,                 1.3655,                 1.4158,                 1.5783,                0.70037,                0.50883,                0.59297,                0.35642,                 1.4051,                 1.2784,                 1.5847,               0.006535,               0.006535,               0.006535
                    107,                 1.3594,                 1.4019,                 1.5671,                 0.7201,                0.48868,                0.59419,                0.35809,                 1.3997,                 1.2702,                 1.5814,               0.006502,               0.006502,               0.006502
                    108,                 1.3698,                 1.3995,                 1.5723,                0.72143,                0.49463,                0.59255,                0.35588,                 1.4033,                 1.2862,                 1.5834,               0.006469,               0.006469,               0.006469
                    109,                 1.3728,                 1.4272,                 1.5793,                0.70196,                0.50361,                0.59461,                0.35665,                 1.3984,                 1.2756,                 1.5815,               0.006436,               0.006436,               0.006436
                    110,                 1.3604,                 1.4078,                 1.5785,                0.70653,                0.50162,                0.59537,                0.35815,                 1.3942,                 1.2614,                 1.5736,               0.006403,               0.006403,               0.006403
                    111,                 1.3539,                 1.3859,                 1.5625,                0.70861,                0.50435,                0.59366,                 0.3586,                 1.3975,                 1.2611,                 1.5773,                0.00637,                0.00637,                0.00637
                    112,                 1.3644,                  1.391,                 1.5677,                0.69024,                0.51057,                0.59386,                0.35868,                 1.3901,                 1.2751,                 1.5761,               0.006337,               0.006337,               0.006337
                    113,                 1.3559,                 1.4086,                 1.5671,                0.70857,                0.51093,                0.60065,                0.36011,                 1.3911,                 1.2642,                 1.5746,               0.006304,               0.006304,               0.006304
                    114,                 1.3612,                 1.3991,                 1.5721,                0.70583,                0.51529,                0.59807,                0.36025,                 1.3891,                 1.2715,                  1.564,               0.006271,               0.006271,               0.006271
                    115,                 1.3561,                 1.4122,                 1.5589,                0.71217,                0.51107,                 0.6032,                0.36047,                 1.3955,                 1.2725,                 1.5674,               0.006238,               0.006238,               0.006238
                    116,                 1.3523,                  1.385,                 1.5642,                0.70845,                0.52273,                0.60514,                0.36534,                 1.3854,                  1.258,                 1.5656,               0.006205,               0.006205,               0.006205
                    117,                 1.3438,                 1.3738,                 1.5575,                0.70795,                0.52077,                0.60266,                0.36427,                  1.384,                 1.2494,                 1.5627,               0.006172,               0.006172,               0.006172
                    118,                 1.3537,                 1.4036,                 1.5651,                0.71566,                0.51201,                0.60281,                0.36434,                 1.3754,                 1.2527,                  1.566,               0.006139,               0.006139,               0.006139
                    119,                 1.3481,                 1.3727,                 1.5541,                0.72165,                0.51206,                0.60478,                0.36445,                 1.3765,                 1.2503,                 1.5588,               0.006106,               0.006106,               0.006106
                    120,                 1.3574,                  1.363,                 1.5617,                0.72157,                0.50401,                0.60398,                0.36561,                 1.3827,                  1.241,                 1.5622,               0.006073,               0.006073,               0.006073
                    121,                 1.3417,                 1.3694,                  1.557,                0.71003,                0.52126,                0.60739,                0.36647,                 1.3856,                 1.2417,                 1.5694,                0.00604,                0.00604,                0.00604
                    122,                 1.3486,                 1.3658,                 1.5586,                 0.7025,                0.52226,                0.60534,                0.36771,                 1.3834,                 1.2439,                 1.5688,               0.006007,               0.006007,               0.006007
                    123,                 1.3471,                  1.373,                 1.5561,                0.70758,                0.52475,                0.60958,                0.36828,                 1.3806,                 1.2377,                 1.5663,               0.005974,               0.005974,               0.005974
                    124,                 1.3378,                 1.3649,                 1.5521,                0.70389,                0.52773,                 0.6096,                0.36824,                 1.3828,                 1.2401,                 1.5691,               0.005941,               0.005941,               0.005941
                    125,                 1.3355,                 1.3561,                 1.5553,                0.69614,                0.53171,                0.61078,                0.37041,                 1.3682,                 1.2343,                 1.5599,               0.005908,               0.005908,               0.005908
                    126,                 1.3432,                 1.3397,                 1.5567,                0.71348,                0.52673,                0.61317,                0.37037,                 1.3694,                 1.2312,                 1.5587,               0.005875,               0.005875,               0.005875
                    127,                 1.3328,                  1.357,                 1.5471,                0.71273,                0.52375,                0.61304,                0.37138,                 1.3692,                 1.2282,                  1.553,               0.005842,               0.005842,               0.005842
                    128,                 1.3313,                 1.3444,                  1.542,                0.71948,                0.52126,                0.61383,                0.37317,                 1.3693,                 1.2281,                  1.551,               0.005809,               0.005809,               0.005809
                    129,                 1.3366,                 1.3413,                 1.5463,                0.72193,                  0.524,                0.61821,                0.37508,                 1.3689,                 1.2174,                 1.5525,               0.005776,               0.005776,               0.005776
                    130,                 1.3287,                 1.3338,                 1.5381,                0.74206,                0.52201,                  0.618,                0.37414,                 1.3772,                 1.2186,                 1.5558,               0.005743,               0.005743,               0.005743
                    131,                 1.3116,                 1.3188,                 1.5269,                0.72979,                0.51977,                0.61672,                0.37562,                 1.3691,                 1.2163,                  1.552,                0.00571,                0.00571,                0.00571
                    132,                 1.3215,                 1.3364,                 1.5383,                0.71721,                0.52793,                0.61704,                0.37683,                 1.3688,                 1.2195,                 1.5556,               0.005677,               0.005677,               0.005677
                    133,                 1.3068,                 1.3186,                 1.5332,                0.71898,                0.52823,                 0.6185,                0.37708,                 1.3627,                  1.209,                 1.5506,               0.005644,               0.005644,               0.005644
                    134,                 1.3152,                 1.3163,                 1.5341,                0.72011,                0.52787,                0.61728,                0.37695,                 1.3667,                 1.2054,                 1.5498,               0.005611,               0.005611,               0.005611
                    135,                 1.3141,                 1.3298,                 1.5361,                0.72756,                0.52872,                0.61852,                0.37885,                  1.362,                  1.196,                 1.5496,               0.005578,               0.005578,               0.005578
                    136,                 1.3062,                 1.3289,                 1.5386,                0.73874,                0.52599,                0.61787,                0.37817,                 1.3536,                 1.1981,                  1.543,               0.005545,               0.005545,               0.005545
                    137,                 1.3085,                 1.3152,                 1.5313,                0.72729,                0.53121,                0.61951,                0.37826,                 1.3567,                 1.1966,                 1.5459,               0.005512,               0.005512,               0.005512
                    138,                 1.3094,                 1.3209,                 1.5203,                 0.7457,                0.52499,                0.62218,                0.37916,                 1.3477,                 1.1953,                  1.538,               0.005479,               0.005479,               0.005479
                    139,                 1.2972,                 1.3228,                 1.5212,                0.73138,                0.53295,                0.62351,                0.37931,                 1.3467,                 1.1993,                 1.5361,               0.005446,               0.005446,               0.005446
                    140,                 1.3197,                 1.3201,                 1.5346,                0.72763,                 0.5332,                0.62396,                0.38004,                 1.3497,                 1.1995,                 1.5365,               0.005413,               0.005413,               0.005413
                    141,                 1.3042,                 1.3274,                 1.5229,                0.73482,                0.52549,                0.62436,                0.38129,                 1.3452,                 1.1991,                 1.5343,                0.00538,                0.00538,                0.00538
                    142,                 1.3051,                 1.3028,                 1.5166,                0.74732,                0.52224,                0.62238,                0.38124,                 1.3466,                 1.2035,                 1.5344,               0.005347,               0.005347,               0.005347
                    143,                 1.3017,                 1.2989,                 1.5205,                0.73187,                0.52848,                0.62382,                0.38113,                 1.3489,                 1.1998,                 1.5378,               0.005314,               0.005314,               0.005314
                    144,                 1.3091,                 1.2909,                 1.5206,                0.71001,                0.53399,                 0.6202,                0.38026,                 1.3481,                 1.1965,                 1.5415,               0.005281,               0.005281,               0.005281
                    145,                 1.3022,                 1.3048,                 1.5129,                0.72944,                0.53494,                0.62124,                0.38045,                 1.3477,                 1.1997,                 1.5375,               0.005248,               0.005248,               0.005248
                    146,                 1.3057,                 1.3024,                 1.5169,                0.73118,                0.52848,                  0.623,                 0.3811,                 1.3492,                 1.1992,                 1.5347,               0.005215,               0.005215,               0.005215
                    147,                 1.2992,                 1.3072,                 1.5134,                0.74619,                0.52848,                0.62235,                0.38133,                 1.3453,                 1.1974,                 1.5291,               0.005182,               0.005182,               0.005182
                    148,                 1.3022,                  1.302,                 1.5175,                0.73638,                0.52748,                0.62531,                0.38142,                  1.346,                 1.1941,                 1.5307,               0.005149,               0.005149,               0.005149
                    149,                 1.2964,                 1.2861,                 1.5143,                 0.7347,                0.52872,                0.62545,                0.38273,                 1.3426,                  1.189,                 1.5281,               0.005116,               0.005116,               0.005116
                    150,                 1.2776,                 1.2807,                 1.5049,                0.72659,                0.53196,                0.62385,                0.38294,                  1.341,                 1.1905,                 1.5292,               0.005083,               0.005083,               0.005083
                    151,                 1.2811,                 1.2873,                 1.5026,                0.73436,                0.53145,                0.62523,                0.38367,                 1.3359,                 1.1884,                  1.525,                0.00505,                0.00505,                0.00505
                    152,                 1.2884,                 1.2954,                 1.5069,                0.73381,                0.53146,                0.62456,                0.38456,                 1.3343,                 1.1855,                  1.526,               0.005017,               0.005017,               0.005017
                    153,                 1.2786,                 1.2787,                 1.5077,                0.73921,                 0.5342,                0.62742,                0.38597,                 1.3356,                 1.1814,                 1.5274,               0.004984,               0.004984,               0.004984
                    154,                 1.2888,                 1.2887,                 1.5067,                0.74728,                0.52997,                0.62831,                0.38623,                 1.3338,                 1.1797,                 1.5254,               0.004951,               0.004951,               0.004951
                    155,                 1.2781,                  1.286,                  1.502,                0.73896,                0.53096,                0.62611,                 0.3861,                 1.3365,                 1.1818,                 1.5287,               0.004918,               0.004918,               0.004918
                    156,                  1.277,                 1.2762,                 1.5046,                0.75502,                0.52748,                0.62754,                0.38616,                 1.3373,                 1.1799,                 1.5285,               0.004885,               0.004885,               0.004885
