                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.2913,                 1.2806,                 1.5241,                0.75474,                0.52806,                0.62687,                0.38548,                 1.3366,                 1.1773,                 1.5274,               0.004852,               0.004852,               0.004852
                    158,                 1.2777,                 1.2626,                 1.5006,                0.74551,                0.53022,                0.62669,                0.38607,                 1.3365,                 1.1743,                 1.5272,               0.004819,               0.004819,               0.004819
                    159,                  1.273,                 1.2693,                 1.4998,                0.73414,                0.53494,                0.62775,                0.38773,                 1.3349,                 1.1679,                 1.5255,               0.004786,               0.004786,               0.004786
                    160,                 1.2782,                 1.2753,                 1.5069,                0.74482,                0.53064,                0.62788,                0.38737,                 1.3362,                 1.1708,                 1.5261,               0.004753,               0.004753,               0.004753
                    161,                 1.2685,                 1.2601,                 1.4911,                0.72949,                0.53921,                0.62918,                 0.3875,                 1.3338,                 1.1689,                 1.5257,                0.00472,                0.00472,                0.00472
                    162,                 1.2674,                 1.2567,                 1.5021,                0.75307,                0.52823,                0.63041,                0.38848,                 1.3319,                 1.1652,                 1.5237,               0.004687,               0.004687,               0.004687
                    163,                 1.2793,                 1.2513,                 1.4931,                0.74205,                0.54158,                 0.6329,                0.38882,                 1.3336,                 1.1612,                 1.5254,               0.004654,               0.004654,               0.004654
                    164,                 1.2635,                 1.2337,                 1.4862,                0.74452,                0.53718,                0.63304,                0.38939,                 1.3313,                 1.1561,                 1.5235,               0.004621,               0.004621,               0.004621
                    165,                 1.2539,                 1.2406,                 1.4876,                0.72878,                 0.5424,                0.63269,                0.38935,                 1.3288,                 1.1572,                 1.5211,               0.004588,               0.004588,               0.004588
                    166,                 1.2801,                 1.2573,                 1.4971,                0.73665,                0.54193,                0.63308,                0.39004,                  1.328,                 1.1588,                 1.5199,               0.004555,               0.004555,               0.004555
                    167,                 1.2559,                 1.2403,                 1.4855,                0.73276,                0.54464,                 0.6348,                0.38982,                 1.3281,                 1.1545,                 1.5202,               0.004522,               0.004522,               0.004522
                    168,                 1.2634,                 1.2502,                  1.484,                0.74083,                0.53643,                0.63456,                0.39035,                 1.3286,                 1.1541,                 1.5189,               0.004489,               0.004489,               0.004489
                    169,                 1.2638,                 1.2383,                 1.4917,                0.74622,                0.53892,                0.63482,                0.39002,                 1.3267,                 1.1533,                 1.5182,               0.004456,               0.004456,               0.004456
                    170,                 1.2627,                  1.241,                 1.4914,                0.74343,                0.54046,                0.63473,                0.39026,                 1.3236,                 1.1575,                  1.516,               0.004423,               0.004423,               0.004423
                    171,                 1.2562,                 1.2222,                 1.4795,                0.74251,                0.53928,                0.63589,                   0.39,                 1.3249,                 1.1543,                 1.5165,                0.00439,                0.00439,                0.00439
                    172,                 1.2674,                 1.2382,                 1.4798,                0.73107,                0.54288,                0.63645,                0.39175,                 1.3233,                 1.1541,                  1.515,               0.004357,               0.004357,               0.004357
                    173,                 1.2497,                 1.2245,                 1.4754,                0.74537,                0.53942,                0.63577,                0.39175,                 1.3231,                 1.1505,                 1.5133,               0.004324,               0.004324,               0.004324
                    174,                 1.2548,                 1.2313,                 1.4771,                0.74621,                0.54185,                 0.6376,                0.39366,                 1.3196,                 1.1509,                 1.5109,               0.004291,               0.004291,               0.004291
                    175,                 1.2362,                  1.219,                 1.4718,                0.74646,                0.54315,                0.63912,                0.39374,                  1.318,                 1.1486,                 1.5093,               0.004258,               0.004258,               0.004258
                    176,                 1.2508,                 1.2202,                 1.4746,                0.74593,                0.54016,                0.63755,                0.39408,                 1.3168,                 1.1445,                 1.5077,               0.004225,               0.004225,               0.004225
                    177,                 1.2462,                 1.2177,                 1.4767,                 0.7393,                0.54514,                0.63906,                0.39473,                 1.3193,                 1.1427,                 1.5091,               0.004192,               0.004192,               0.004192
                    178,                 1.2515,                 1.2245,                 1.4801,                0.72644,                 0.5521,                0.63712,                0.39423,                 1.3208,                 1.1435,                 1.5097,               0.004159,               0.004159,               0.004159
                    179,                 1.2438,                 1.2094,                 1.4731,                0.72967,                0.54713,                0.63735,                0.39438,                 1.3208,                 1.1421,                 1.5103,               0.004126,               0.004126,               0.004126
                    180,                 1.2505,                  1.213,                 1.4789,                0.73539,                0.54762,                0.63891,                0.39425,                 1.3211,                 1.1392,                 1.5114,               0.004093,               0.004093,               0.004093
                    181,                 1.2375,                 1.2158,                 1.4736,                0.72353,                 0.5516,                0.63933,                0.39462,                 1.3224,                 1.1365,                 1.5134,                0.00406,                0.00406,                0.00406
                    182,                 1.2446,                 1.2056,                 1.4672,                0.74032,                0.54948,                0.64092,                 0.3951,                 1.3245,                 1.1365,                 1.5154,               0.004027,               0.004027,               0.004027
                    183,                 1.2464,                 1.1877,                 1.4623,                0.75537,                0.53831,                0.64119,                0.39597,                 1.3247,                 1.1352,                 1.5149,               0.003994,               0.003994,               0.003994
                    184,                 1.2431,                 1.1871,                 1.4629,                0.75428,                0.53892,                0.64184,                0.39631,                 1.3242,                 1.1315,                 1.5139,               0.003961,               0.003961,               0.003961
                    185,                  1.246,                 1.2131,                 1.4672,                0.75308,                 0.5424,                0.64127,                0.39575,                  1.321,                 1.1321,                   1.51,               0.003928,               0.003928,               0.003928
                    186,                 1.2402,                 1.1858,                 1.4589,                 0.7582,                 0.5424,                0.64273,                0.39658,                 1.3214,                 1.1298,                 1.5095,               0.003895,               0.003895,               0.003895
                    187,                 1.2347,                 1.1943,                 1.4589,                0.75737,                0.54418,                0.64277,                0.39682,                 1.3217,                 1.1297,                 1.5102,               0.003862,               0.003862,               0.003862
                    188,                  1.225,                 1.1916,                 1.4639,                0.76259,                0.53842,                0.64267,                  0.397,                 1.3225,                 1.1289,                 1.5097,               0.003829,               0.003829,               0.003829
                    189,                 1.2281,                 1.1911,                 1.4534,                0.74584,                 0.5459,                0.64285,                0.39731,                  1.323,                 1.1266,                 1.5121,               0.003796,               0.003796,               0.003796
                    190,                 1.2203,                 1.1732,                 1.4536,                0.75448,                0.54412,                0.64294,                0.39805,                 1.3228,                 1.1228,                 1.5119,               0.003763,               0.003763,               0.003763
                    191,                 1.2193,                 1.1765,                 1.4541,                0.74945,                0.54887,                 0.6435,                0.39874,                 1.3236,                 1.1219,                 1.5119,                0.00373,                0.00373,                0.00373
                    192,                 1.2202,                  1.188,                 1.4559,                0.75907,                0.54611,                0.64224,                0.39805,                 1.3244,                 1.1221,                 1.5128,               0.003697,               0.003697,               0.003697
                    193,                   1.22,                 1.1831,                 1.4459,                 0.7575,                0.54638,                0.64305,                0.39893,                 1.3237,                 1.1239,                 1.5116,               0.003664,               0.003664,               0.003664
                    194,                 1.2184,                  1.179,                 1.4537,                0.76292,                0.53942,                0.64354,                 0.3996,                 1.3235,                  1.122,                 1.5117,               0.003631,               0.003631,               0.003631
                    195,                 1.2188,                 1.1666,                 1.4484,                0.77051,                 0.5369,                 0.6451,                0.40061,                 1.3222,                 1.1213,                 1.5104,               0.003598,               0.003598,               0.003598
                    196,                 1.2072,                 1.1537,                 1.4497,                0.76242,                0.54315,                0.64623,                0.40066,                 1.3213,                 1.1213,                 1.5105,               0.003565,               0.003565,               0.003565
                    197,                 1.2192,                 1.1644,                 1.4545,                0.75833,                0.54393,                 0.6462,                 0.4012,                   1.32,                 1.1194,                 1.5103,               0.003532,               0.003532,               0.003532
                    198,                 1.2227,                 1.1754,                 1.4526,                0.75086,                0.54663,                0.64754,                0.40158,                 1.3193,                 1.1183,                 1.5099,               0.003499,               0.003499,               0.003499
                    199,                 1.2135,                 1.1746,                 1.4466,                0.77006,                 0.5424,                0.64857,                0.40227,                 1.3181,                 1.1176,                 1.5094,               0.003466,               0.003466,               0.003466
                    200,                 1.2151,                 1.1711,                 1.4439,                 0.7574,                0.54912,                0.65021,                0.40266,                 1.3169,                 1.1162,                 1.5078,               0.003433,               0.003433,               0.003433
                    201,                 1.2218,                 1.1713,                 1.4532,                0.75721,                0.54986,                0.64964,                0.40261,                 1.3157,                 1.1158,                 1.5068,                 0.0034,                 0.0034,                 0.0034
                    202,                  1.222,                 1.1582,                 1.4458,                0.76042,                0.54465,                0.64867,                0.40246,                 1.3133,                 1.1156,                 1.5049,               0.003367,               0.003367,               0.003367
                    203,                 1.2187,                  1.177,                 1.4421,                 0.7564,                0.54638,                0.64813,                0.40259,                 1.3119,                 1.1148,                 1.5036,               0.003334,               0.003334,               0.003334
                    204,                 1.2036,                 1.1559,                 1.4463,                0.74024,                0.55209,                  0.647,                0.40271,                 1.3119,                 1.1125,                 1.5034,               0.003301,               0.003301,               0.003301
                    205,                 1.2052,                 1.1568,                 1.4458,                0.74241,                0.55235,                0.64736,                0.40258,                 1.3124,                 1.1121,                 1.5049,               0.003268,               0.003268,               0.003268
                    206,                 1.1992,                 1.1519,                 1.4363,                0.74654,                0.54961,                  0.647,                0.40309,                 1.3095,                 1.1111,                 1.5043,               0.003235,               0.003235,               0.003235
                    207,                 1.1978,                  1.142,                 1.4456,                0.72979,                0.56081,                0.64618,                0.40324,                 1.3089,                 1.1114,                 1.5043,               0.003202,               0.003202,               0.003202
                    208,                 1.1876,                 1.1305,                 1.4302,                0.73054,                0.56029,                0.64689,                0.40334,                 1.3081,                 1.1094,                 1.5043,               0.003169,               0.003169,               0.003169
                    209,                  1.203,                 1.1404,                 1.4425,                0.73678,                0.55551,                0.64776,                0.40369,                 1.3074,                 1.1095,                 1.5035,               0.003136,               0.003136,               0.003136
                    210,                  1.205,                 1.1532,                 1.4436,                0.74119,                0.55185,                0.64702,                0.40388,                 1.3067,                 1.1091,                 1.5027,               0.003103,               0.003103,               0.003103
                    211,                  1.201,                  1.145,                 1.4413,                0.74624,                0.55143,                0.64774,                0.40348,                 1.3071,                 1.1102,                  1.502,                0.00307,                0.00307,                0.00307
                    212,                 1.1908,                 1.1387,                 1.4297,                0.74399,                0.54986,                0.64768,                0.40397,                 1.3069,                 1.1093,                 1.5012,               0.003037,               0.003037,               0.003037
                    213,                 1.2024,                 1.1328,                 1.4367,                0.74635,                0.54688,                0.64736,                0.40436,                 1.3069,                 1.1088,                 1.5002,               0.003004,               0.003004,               0.003004
                    214,                  1.194,                 1.1307,                 1.4287,                0.73325,                0.55558,                0.64764,                0.40457,                 1.3084,                 1.1075,                 1.5014,               0.002971,               0.002971,               0.002971
                    215,                 1.1921,                 1.1307,                 1.4376,                0.73686,                0.55225,                0.64838,                0.40494,                 1.3089,                 1.1069,                 1.5009,               0.002938,               0.002938,               0.002938
                    216,                 1.1898,                   1.15,                 1.4308,                0.74385,                0.55235,                0.64873,                 0.4048,                 1.3087,                 1.1067,                 1.5009,               0.002905,               0.002905,               0.002905
                    217,                 1.1912,                 1.1253,                 1.4388,                 0.7462,                 0.5521,                0.64878,                0.40546,                 1.3078,                 1.1063,                 1.5008,               0.002872,               0.002872,               0.002872
                    218,                 1.1908,                 1.1282,                 1.4279,                0.74955,                0.55153,                0.65003,                0.40547,                 1.3067,                 1.1065,                 1.4996,               0.002839,               0.002839,               0.002839
                    219,                 1.1952,                 1.1276,                 1.4223,                0.74685,                0.55321,                0.64962,                0.40467,                 1.3066,                  1.105,                 1.4996,               0.002806,               0.002806,               0.002806
                    220,                 1.1878,                 1.1236,                  1.428,                0.74887,                 0.5531,                0.65013,                 0.4045,                 1.3066,                 1.1047,                 1.5003,               0.002773,               0.002773,               0.002773
                    221,                 1.1786,                 1.1192,                 1.4182,                0.74866,                0.55285,                0.64992,                0.40498,                 1.3067,                 1.1047,                 1.5001,                0.00274,                0.00274,                0.00274
                    222,                 1.1801,                 1.1213,                 1.4237,                0.74719,                0.55509,                0.65028,                0.40557,                 1.3069,                 1.1045,                 1.5009,               0.002707,               0.002707,               0.002707
                    223,                 1.1705,                 1.1024,                 1.4178,                0.74251,                0.55608,                0.65057,                0.40496,                 1.3067,                 1.1038,                 1.5015,               0.002674,               0.002674,               0.002674
                    224,                 1.1728,                 1.1125,                 1.4209,                0.74632,                0.55484,                0.65066,                0.40534,                 1.3071,                 1.1014,                 1.5024,               0.002641,               0.002641,               0.002641
                    225,                 1.1872,                 1.1129,                 1.4307,                0.75149,                0.55426,                0.65021,                0.40531,                 1.3071,                  1.101,                 1.5029,               0.002608,               0.002608,               0.002608
                    226,                 1.1651,                 1.1183,                 1.4153,                0.74628,                 0.5552,                0.64983,                0.40516,                 1.2848,                  1.083,                 1.4905,               0.002575,               0.002575,               0.002575
                    227,                 1.1778,                 1.1658,                 1.4359,                0.74239,                0.55658,                0.65009,                0.40525,                 1.2845,                 1.0836,                   1.49,               0.002542,               0.002542,               0.002542
                    228,                 1.1803,                 1.1508,                 1.4343,                0.74577,                0.55633,                 0.6501,                0.40535,                 1.2838,                  1.083,                 1.4901,               0.002509,               0.002509,               0.002509
                    229,                 1.1766,                 1.1481,                 1.4259,                0.74271,                0.55757,                0.65068,                0.40504,                 1.2844,                 1.0828,                 1.4897,               0.002476,               0.002476,               0.002476
                    230,                 1.1689,                 1.1381,                 1.4295,                0.74514,                0.55509,                0.65093,                0.40528,                 1.2835,                 1.0821,                  1.489,               0.002443,               0.002443,               0.002443
                    231,                 1.1825,                 1.1591,                 1.4351,                0.74336,                0.55633,                0.65045,                0.40528,                 1.2836,                 1.0814,                 1.4887,                0.00241,                0.00241,                0.00241
                    232,                 1.1799,                 1.1644,                 1.4332,                0.74675,                0.55409,                0.65066,                0.40493,                 1.2852,                 1.0805,                 1.4901,               0.002377,               0.002377,               0.002377
                    233,                 1.1719,                 1.1295,                 1.4266,                 0.7565,                0.55013,                0.65127,                0.40461,                 1.2861,                 1.0805,                 1.4911,               0.002344,               0.002344,               0.002344
                    234,                 1.1666,                 1.1324,                 1.4202,                0.74735,                0.55467,                0.65074,                0.40441,                  1.288,                 1.0809,                 1.4922,               0.002311,               0.002311,               0.002311
                    235,                 1.1794,                 1.1343,                  1.424,                0.74662,                0.55533,                0.65035,                0.40452,                 1.2883,                 1.0811,                 1.4923,               0.002278,               0.002278,               0.002278
                    236,                 1.1699,                 1.1349,                 1.4248,                0.75945,                0.54937,                0.65122,                 0.4047,                 1.2874,                 1.0815,                 1.4919,               0.002245,               0.002245,               0.002245
                    237,                 1.1601,                 1.1442,                 1.4246,                0.75379,                0.55111,                 0.6514,                0.40496,                 1.2867,                 1.0815,                 1.4915,               0.002212,               0.002212,               0.002212
                    238,                 1.1564,                 1.1315,                 1.4228,                0.75489,                0.55147,                0.65116,                0.40508,                 1.2866,                 1.0813,                 1.4916,               0.002179,               0.002179,               0.002179
                    239,                 1.1682,                 1.1367,                 1.4241,                0.75894,                0.55235,                0.65237,                 0.4054,                 1.2875,                 1.0814,                  1.492,               0.002146,               0.002146,               0.002146
                    240,                 1.1519,                 1.1182,                 1.4113,                0.75474,                0.55256,                0.65189,                0.40548,                 1.2887,                 1.0808,                 1.4929,               0.002113,               0.002113,               0.002113
                    241,                 1.1716,                 1.1252,                 1.4164,                 0.7561,                0.55235,                0.65197,                0.40545,                 1.2894,                 1.0809,                 1.4936,                0.00208,                0.00208,                0.00208
                    242,                 1.1699,                 1.1165,                 1.4204,                0.75818,                 0.5521,                0.65277,                0.40555,                 1.2896,                 1.0804,                 1.4942,               0.002047,               0.002047,               0.002047
                    243,                 1.1604,                 1.1234,                 1.4136,                 0.7578,                0.55359,                0.65226,                 0.4047,                 1.2904,                 1.0806,                 1.4949,               0.002014,               0.002014,               0.002014
                    244,                 1.1501,                 1.1127,                 1.4105,                0.75742,                0.55235,                0.65159,                0.40468,                 1.2902,                 1.0806,                 1.4944,               0.001981,               0.001981,               0.001981
                    245,                 1.1669,                  1.125,                 1.4121,                0.75531,                 0.5526,                0.65121,                0.40446,                   1.29,                 1.0801,                 1.4942,               0.001948,               0.001948,               0.001948
                    246,                 1.1517,                 1.1167,                  1.409,                0.75447,                 0.5521,                0.65177,                0.40431,                   1.29,                 1.0799,                 1.4943,               0.001915,               0.001915,               0.001915
                    247,                 1.1597,                 1.1146,                 1.4116,                0.75741,                 0.5521,                 0.6519,                0.40453,                 1.2898,                 1.0792,                 1.4944,               0.001882,               0.001882,               0.001882
                    248,                 1.1559,                 1.1049,                 1.4054,                0.76413,                0.54912,                0.65186,                0.40422,                 1.2904,                 1.0794,                 1.4945,               0.001849,               0.001849,               0.001849
                    249,                 1.1492,                 1.0988,                 1.4079,                0.76513,                0.54862,                 0.6515,                0.40456,                 1.2906,                 1.0794,                 1.4944,               0.001816,               0.001816,               0.001816
                    250,                 1.1569,                 1.1144,                 1.4127,                0.76685,                0.54787,                0.65147,                0.40471,                 1.2906,                  1.079,                 1.4947,               0.001783,               0.001783,               0.001783
                    251,                  1.173,                 1.1273,                 1.4154,                0.76768,                0.54732,                0.65169,                0.40498,                 1.2902,                 1.0783,                 1.4948,                0.00175,                0.00175,                0.00175
                    252,                 1.1461,                 1.1107,                 1.4037,                 0.7656,                0.54762,                0.65174,                  0.405,                 1.2908,                 1.0783,                 1.4953,               0.001717,               0.001717,               0.001717
                    253,                 1.1465,                 1.1192,                 1.4089,                0.76649,                0.54787,                0.65152,                0.40486,                 1.2905,                 1.0788,                 1.4955,               0.001684,               0.001684,               0.001684
                    254,                 1.1486,                 1.0956,                 1.4016,                0.76436,                0.55036,                0.65157,                0.40499,                 1.2911,                 1.0778,                 1.4956,               0.001651,               0.001651,               0.001651
                    255,                 1.1364,                 1.0929,                 1.3934,                0.76473,                0.54961,                0.65159,                0.40498,                 1.2911,                 1.0777,                 1.4956,               0.001618,               0.001618,               0.001618
                    256,                  1.151,                 1.1096,                 1.4069,                0.76542,                0.55011,                 0.6513,                 0.4049,                 1.2915,                 1.0776,                 1.4962,               0.001585,               0.001585,               0.001585
                    257,                  1.139,                 1.0908,                 1.4014,                 0.7637,                0.55218,                0.65201,                0.40491,                 1.2919,                 1.0776,                 1.4963,               0.001552,               0.001552,               0.001552
                    258,                 1.1507,                 1.1023,                 1.4098,                0.76432,                0.55327,                0.65228,                0.40516,                 1.2922,                  1.077,                 1.4963,               0.001519,               0.001519,               0.001519
                    259,                 1.1319,                 1.0799,                 1.3965,                0.76274,                0.55409,                0.65212,                0.40506,                 1.2923,                 1.0771,                 1.4964,               0.001486,               0.001486,               0.001486
                    260,                 1.1477,                 1.0907,                 1.4043,                0.75459,                0.55594,                0.65122,                 0.4048,                 1.2929,                 1.0767,                 1.4966,               0.001453,               0.001453,               0.001453
                    261,                 1.1371,                 1.0837,                 1.3973,                0.75813,                0.55409,                0.65158,                 0.4049,                 1.2932,                 1.0768,                 1.4967,                0.00142,                0.00142,                0.00142
                    262,                 1.1451,                 1.0837,                 1.3977,                0.76138,                0.55334,                0.65153,                0.40488,                 1.2927,                 1.0772,                 1.4963,               0.001387,               0.001387,               0.001387
                    263,                  1.122,                 1.0802,                  1.395,                0.75817,                0.55513,                0.65189,                0.40474,                 1.2932,                 1.0778,                 1.4966,               0.001354,               0.001354,               0.001354
                    264,                 1.1303,                 1.0792,                 1.3918,                0.75768,                0.55459,                0.65134,                0.40448,                 1.2934,                 1.0771,                 1.4968,               0.001321,               0.001321,               0.001321
                    265,                 1.1325,                 1.0869,                 1.3923,                0.75897,                0.55459,                0.65152,                0.40426,                 1.2932,                 1.0768,                 1.4969,               0.001288,               0.001288,               0.001288
                    266,                 1.1256,                 1.0802,                 1.3932,                0.77285,                0.54578,                 0.6518,                0.40478,                 1.2932,                 1.0772,                 1.4968,               0.001255,               0.001255,               0.001255
                    267,                 1.1325,                 1.0888,                 1.4007,                0.77316,                0.54503,                0.65189,                0.40475,                 1.2936,                 1.0766,                 1.4972,               0.001222,               0.001222,               0.001222
                    268,                 1.1236,                 1.0714,                 1.3886,                0.77216,                0.54514,                0.65211,                0.40463,                 1.2934,                 1.0761,                 1.4973,               0.001189,               0.001189,               0.001189
                    269,                  1.126,                 1.0706,                 1.3978,                 0.7737,                0.54464,                 0.6522,                0.40508,                 1.2934,                 1.0762,                 1.4974,               0.001156,               0.001156,               0.001156
                    270,                 1.1191,                 1.0672,                 1.3853,                 0.7723,                0.54658,                0.65212,                0.40495,                 1.2929,                 1.0757,                 1.4971,               0.001123,               0.001123,               0.001123
                    271,                 1.1305,                 1.0748,                 1.3943,                0.77654,                 0.5424,                 0.6514,                0.40485,                 1.2929,                 1.0754,                 1.4974,                0.00109,                0.00109,                0.00109
                    272,                 1.1188,                 1.0762,                 1.3895,                0.77617,                 0.5433,                0.65198,                 0.4049,                 1.2923,                  1.075,                  1.497,               0.001057,               0.001057,               0.001057
                    273,                 1.1222,                 1.0691,                 1.3843,                0.77265,                0.54564,                0.65218,                0.40531,                 1.2925,                 1.0746,                 1.4971,               0.001024,               0.001024,               0.001024
                    274,                 1.1317,                 1.0778,                 1.3871,                0.77818,                 0.5429,                 0.6516,                0.40521,                 1.2924,                 1.0748,                  1.497,               0.000991,               0.000991,               0.000991
                    275,                 1.1262,                 1.0684,                 1.3935,                0.77444,                0.54564,                0.65187,                0.40542,                  1.292,                 1.0746,                  1.497,               0.000958,               0.000958,               0.000958
                    276,                 1.1164,                 1.0617,                 1.3867,                0.77744,                0.54296,                0.65197,                0.40527,                  1.292,                 1.0745,                 1.4973,               0.000925,               0.000925,               0.000925
                    277,                 1.1233,                 1.0507,                 1.3857,                0.77966,                0.54294,                0.65185,                0.40536,                 1.2919,                 1.0747,                 1.4971,               0.000892,               0.000892,               0.000892
                    278,                 1.1221,                 1.0736,                 1.3874,                0.77417,                0.54648,                0.65215,                0.40537,                 1.2918,                 1.0743,                 1.4967,               0.000859,               0.000859,               0.000859
                    279,                 1.1192,                 1.0573,                 1.3849,                0.77169,                0.54787,                0.65276,                 0.4053,                 1.2914,                 1.0742,                 1.4965,               0.000826,               0.000826,               0.000826
                    280,                  1.121,                 1.0722,                 1.3851,                0.76408,                 0.5526,                0.65233,                0.40537,                 1.2916,                 1.0745,                 1.4969,               0.000793,               0.000793,               0.000793
                    281,                 1.1136,                  1.075,                 1.3818,                0.76602,                0.55202,                 0.6531,                0.40561,                 1.2913,                 1.0743,                 1.4962,                0.00076,                0.00076,                0.00076
                    282,                 1.1245,                 1.0487,                 1.3869,                0.76264,                0.55296,                0.65288,                0.40523,                 1.2914,                 1.0742,                 1.4964,               0.000727,               0.000727,               0.000727
                    283,                 1.1048,                 1.0411,                 1.3757,                0.76289,                0.55211,                 0.6529,                0.40544,                 1.2911,                 1.0739,                 1.4962,               0.000694,               0.000694,               0.000694
                    284,                 1.1135,                 1.0505,                 1.3823,                0.75751,                0.55359,                0.65287,                0.40558,                 1.2913,                 1.0738,                 1.4964,               0.000661,               0.000661,               0.000661
                    285,                 1.1084,                  1.044,                 1.3786,                 0.7633,                 0.5526,                0.65302,                0.40553,                 1.2914,                 1.0742,                 1.4964,               0.000628,               0.000628,               0.000628
                    286,                 1.1062,                 1.0415,                 1.3756,                0.76515,                0.55178,                0.65275,                0.40553,                 1.2914,                  1.074,                 1.4963,               0.000595,               0.000595,               0.000595
                    287,                 1.1093,                 1.0342,                  1.372,                0.76595,                0.55017,                 0.6528,                0.40574,                 1.2916,                 1.0739,                 1.4964,               0.000562,               0.000562,               0.000562
                    288,                 1.1197,                 1.0618,                 1.3826,                0.75789,                0.55384,                0.65284,                 0.4059,                 1.2917,                 1.0741,                 1.4966,               0.000529,               0.000529,               0.000529
                    289,                 1.1159,                 1.0382,                 1.3769,                0.75935,                 0.5531,                0.65268,                0.40568,                 1.2919,                 1.0735,                 1.4967,               0.000496,               0.000496,               0.000496
                    290,                 1.1054,                 1.0421,                 1.3747,                0.76114,                0.55236,                0.65266,                0.40568,                  1.292,                 1.0735,                 1.4969,               0.000463,               0.000463,               0.000463
                    291,                  1.013,                0.85917,                 1.2936,                0.76016,                 0.5526,                0.65249,                0.40567,                 1.2923,                 1.0736,                 1.4971,                0.00043,                0.00043,                0.00043
                    292,                 1.0125,                0.86618,                  1.285,                   0.76,                 0.5521,                 0.6529,                0.40546,                 1.2921,                 1.0736,                 1.4972,               0.000397,               0.000397,               0.000397
                    293,                 1.0105,                0.84769,                 1.2843,                0.76125,                0.55086,                 0.6527,                0.40566,                 1.2925,                 1.0733,                 1.4975,               0.000364,               0.000364,               0.000364
                    294,                 1.0075,                0.84379,                  1.283,                0.76099,                0.55086,                0.65278,                0.40585,                 1.2922,                 1.0732,                 1.4975,               0.000331,               0.000331,               0.000331
                    295,                0.98342,                0.82405,                 1.2592,                 0.7664,                0.54862,                0.65265,                0.40557,                 1.2922,                 1.0734,                 1.4978,               0.000298,               0.000298,               0.000298
                    296,                0.99105,                0.82817,                 1.2734,                0.76745,                0.54837,                 0.6527,                 0.4058,                 1.2919,                 1.0734,                 1.4978,               0.000265,               0.000265,               0.000265
                    297,                0.99511,                0.83413,                 1.2702,                0.76619,                0.54847,                0.65295,                0.40542,                  1.292,                 1.0732,                 1.4981,               0.000232,               0.000232,               0.000232
                    298,                0.98745,                0.82563,                 1.2676,                0.76707,                0.54791,                 0.6526,                0.40524,                 1.2922,                 1.0734,                 1.4979,               0.000199,               0.000199,               0.000199
                    299,                0.99228,                0.82562,                 1.2712,                0.76689,                0.54816,                0.65259,                0.40513,                 1.2919,                 1.0733,                 1.4979,               0.000166,               0.000166,               0.000166
                    300,                0.98944,                 0.8184,                 1.2743,                0.76683,                0.54812,                0.65228,                0.40517,                 1.2921,                 1.0733,                 1.4981,               0.000133,               0.000133,               0.000133
